"Protein","estimate","std_error","statistic","pvalue","Padj","mean_diabetes_nonDN","mean_diabetes_DN"
"PSIP1",0.133103224371131,0.0603626789656295,2.20505826865173,0.0276806891792522,0.139453403072026,0.209913753213368,0.34169380952381
"GALNT10",0.0540966306086095,0.0245483437622463,2.20367741027834,0.0277799347234358,0.139712511638347,0.112639817232376,0.158756542056075
"JCHAIN",0.118409442434813,0.0538057932774331,2.20068203110158,0.0279928512872054,0.140541428627516,-0.0709454486345904,0.0531435096153846
"AGR3",0.112794621022078,0.0515177359002667,2.18943280505256,0.0288037795196928,0.14436474057726,0.252271128608924,0.359029186602871
"LILRB5",0.133304742796786,0.060983374812624,2.18591941174746,0.0290516449868201,0.145357716868987,-0.0778059268600252,0.0503907407407407
"FTCD",0.199012312165404,0.091218419331276,2.18171191327768,0.0294109989685497,0.146904169207013,0.785531,0.960717213114754
"FCGR3B",0.0928745953011269,0.0426838212513041,2.17587349441656,0.0298020617532552,0.148603454680907,-0.0568401034928849,0.0495632558139535
"SNX2",0.157826993769482,0.0725771487829305,2.17461000350845,0.0299418030889188,0.149045909072948,0.0252356481481481,0.19238097826087
"BCAM",0.0460337717470354,0.0212158236609572,2.16978480226294,0.0302609015915012,0.150378153827154,0.0240920410783055,0.0694244131455399
"TLR2",0.0431239247208422,0.0199052925468863,2.16645520879761,0.0305663123902412,0.151380957295398,-0.0110654874213836,0.033974861878453
"VWA1",0.0781291083410232,0.0360694581374397,2.16607380247629,0.0305422120870283,0.151380957295398,0.165954603580563,0.242842660550459
"ZBTB17",0.0887895361927614,0.0410694565246204,2.16193599103348,0.0308678259329823,0.15261554547576,0.116806767411301,0.196624047619048
"CD63",0.0945284515632436,0.0437524046823609,2.16053156962487,0.0309730786089234,0.152877256242017,0.105230516129032,0.199159523809524
"TNFRSF13B",0.0624977521077746,0.0289721756880652,2.15716461133846,0.0312326869088056,0.15389866972602,0.049106887755102,0.106944549763033
"NOTCH2",0.0421689234464597,0.0195906215655094,2.15250564181695,0.031643826410862,0.155662055172624,-0.00407663622526636,0.0416853591160221
"ARSB",0.104922991092288,0.0488142001721893,2.14943583469929,0.0318451439008425,0.156389093240776,0.136692232375979,0.239276401869159
"CD274",0.063695503604863,0.0296665788261231,2.14704580457978,0.032034194302733,0.156993442270689,0.0776738064516129,0.134575952380952
"CXCL17",0.094425248571435,0.0440048137775024,2.14579361814525,0.03212939030728,0.156993442270689,0.0260522842639594,0.113772350230415
"IGFBP2",-0.139558699290358,0.0650264200200237,-2.14618457001606,0.03209715746608,0.156993442270689,-0.56209419924338,-0.691147222222222
"PLIN3",0.0788937303370705,0.0369333408694795,2.13611139636344,0.0329148309441104,0.160355009093029,0.103375128205128,0.180472790697674
"SERPIND1",0.054953744289503,0.025720879981505,2.13654215287418,0.0329271065899443,0.160355009093029,0.0843497692307692,0.150573641304348
"CRYBB2",0.155602403486589,0.0728672418721017,2.13542326412884,0.0330186024592464,0.160533038911677,0.104272350230415,0.256720765027322
"C2",0.0415303478730292,0.0194880199975244,2.13107067204902,0.0333294166642792,0.161239330286463,0.0486014138817481,0.0955788372093023
"CA3",0.113277659237907,0.0531485620557111,2.13134005618378,0.0333032543847339,0.161239330286463,0.114716267339218,0.202183564814815
"NCF2",0.170790144270028,0.0801011813444974,2.13218009276913,0.0332393995191227,0.161239330286463,0.235998391248391,0.393307142857143
"PITHD1",-0.144760200744973,0.0679390499774226,-2.130736311342,0.0334122420812321,0.161372845225389,0.17662310725552,0.033685393258427
"AHSP",0.152663541394218,0.0717490734651354,2.12774233897809,0.0336057769947818,0.162039736598601,0.147369665809769,0.253282159624413
"OLR1",0.110875556504735,0.0521866598451438,2.12459576515803,0.0338709103885892,0.162780921308318,0.147605606258149,0.255505841121495
"TEX101",0.0948827818000747,0.04464626986558,2.12521185052515,0.0338691821867098,0.162780921308318,0.281063849765258,0.300553888888889
"MILR1",0.093145664028088,0.0438744164586128,2.12300633367861,0.0340052565757086,0.163158226131725,0.0649765279583875,0.161818028846154
"SIAE",0.0839511493111458,0.0396091816479241,2.11948709411283,0.034296692756988,0.164017898913124,0.138989030612245,0.21638738317757
"SPAG1",0.0988572354534023,0.0466212509456248,2.12043292379051,0.0342656020319304,0.164017898913124,0.0613108895705521,0.162340659340659
"CCL20",0.155493308120092,0.0734016557540926,2.11838965378411,0.0343879547885564,0.164139988732762,0.340827220812183,0.494495161290323
"PLB1",-0.102126832119376,0.0482085575802107,-2.1184378302432,0.0344345698470852,0.164139988732762,-0.0759058371735791,-0.202092896174863
"APLP1",-0.0988405564859568,0.0467543752458052,-2.11403865341618,0.0347612623089697,0.16515838775091,-0.111935256410256,-0.200183023255814
"MEGF11",-0.0638207326795912,0.0301716621465809,-2.11525412055641,0.0347130304357568,0.16515838775091,0.0560060344827586,-0.00322357954545455
"ANXA10",0.152679678826771,0.0723408769616018,2.1105588602114,0.0350659738836846,0.165797371663635,0.17153455978975,0.325155188679245
"CHRDL1",0.0630758512795855,0.029880522165243,2.11093537558575,0.035027579271396,0.165797371663635,0.00250700636942675,0.0694104265402844
"MPO",0.0858248865545625,0.0406482023616847,2.11140669373024,0.0349879926459654,0.165797371663635,0.149558793324775,0.239530985915493
"RIDA",0.10463825389533,0.0496067289332069,2.10935605200296,0.0352201486357621,0.166257309068977,0.35762842519685,0.453852793296089
"CTBS",0.0498519673936532,0.0236567489040738,2.10730424521979,0.0353954114212674,0.166278765551356,0.0911945652173913,0.135303672316384
"GSR",0.0450778986158392,0.0213872841532755,2.10769625038789,0.0353584142548373,0.166278765551356,0.0307310769230769,0.0763265363128492
"NOS1",0.101073040240433,0.047969189182061,2.10704083108062,0.0353705397796538,0.166278765551356,0.185346189224704,0.250842924528302
"CTSS",0.0454623610269921,0.0216072850997824,2.1040293038689,0.0356954207445275,0.167418971774493,0.0849840579710145,0.125861042944785
"EGFL7",0.0717793324660533,0.0341550570956313,2.10157260944045,0.0358481607956421,0.167597321351786,0.11321027486911,0.174693571428571
"UROS",0.105744553683658,0.0503023982060665,2.10217718150276,0.0358440339333568,0.167597321351786,0.0570421752738654,0.161249166666667
"CSF1R",0.0772172257886252,0.0368468341175129,2.09562714512628,0.0364176791614343,0.169987952890912,0.147840596330275,0.231453611111111
"SEMA7A",0.0528912209525754,0.0252630481440431,2.09361992468224,0.0365449765355386,0.170310082036433,0.129671102661597,0.172790046296296
"DBI",0.135216580902944,0.0647701869065254,2.08763610792239,0.0370876739460452,0.17240318999066,0.124414819587629,0.266035545023697
"GLA",0.0718624023302735,0.0344171625819782,2.0879816039194,0.0371121172156485,0.17240318999066,0.198726735015773,0.262895786516854
"CCL22",0.0953484407793152,0.0457079237969009,2.08603744950192,0.0372323101899066,0.17268700059509,0.0825578305519897,0.196119138755981
"NPR1",-0.0727754734119609,0.0348942653042958,-2.08559981926318,0.0373273513593887,0.172784015714835,0.0630231191222571,-0.0162764204545455
"TFRC",0.0708530358851599,0.0339906828538322,2.08448403904812,0.0373714914208678,0.172784015714835,0.0384043533930858,0.109902093023256
"NADK",0.110238492901277,0.0529115319589137,2.0834492750442,0.0374660967226043,0.172947764018088,0.213686025641026,0.323052093023256
"PCBD1",0.105020806425428,0.0504639837782638,2.08110415711301,0.0377379905446689,0.173928088914073,0.391277007874016,0.48921843575419
"UPB1",0.186962126087527,0.0899593478320091,2.07829570348444,0.0379888866321088,0.174808703526019,0.773719401840491,0.944643131868132
"FSHB",-0.103982175879211,0.0500709810794442,-2.07669539596658,0.0381432628811321,0.175135936797114,0.263951328125,0.272112429378531
"TMPRSS15",0.16158044901197,0.0778425345686187,2.07573468550842,0.0381798739698021,0.175135936797114,0.308280026109661,0.47621308411215
"GNPDA1",-0.066211926547804,0.0319317548584213,-2.07354487222434,0.0384359795915463,0.175782142124623,0.074887265625,0.00778841807909604
"NCS1",0.0558998646869878,0.0269674071314812,2.07286760697625,0.0384410639348508,0.175782142124623,0.0501892720306513,0.090945871559633
"WFIKKN2",-0.0668254724803515,0.0322523237279339,-2.07195838179168,0.0385275266350387,0.175902238793098,-0.158282716836735,-0.221342417061611
"FOLR1",0.0534140492311668,0.0257883931402437,2.07124379330996,0.0385946323287785,0.175933721785789,-0.0492844871794872,0.0134560747663551
"REG4",0.104910811201307,0.050686627961779,2.0697926735315,0.0387304166893664,0.176277690913284,0.116202295918367,0.218194549763033
"C7",0.0594559738002659,0.0287303132044727,2.06945094462144,0.0388188166828025,0.176405260259952,0.0571085557299843,0.113122928176796
"ADH4",0.161477393221795,0.0781307776150476,2.06675778932341,0.0390227023893155,0.176821172925967,0.739670762155059,0.861886904761905
"TFPI",0.0571116363808295,0.0276352829043062,2.06662029039443,0.0390313677403315,0.176821172925967,-0.00065887305699482,0.0551679069767442
"PYDC1",0.0730321926041613,0.0354415296905445,2.06063883928931,0.0396551344490129,0.179368889876185,0.015631015625,0.0779923728813559
"KLRF1",0.0694611110054651,0.0337304264845011,2.05930129692792,0.0397861077187915,0.179683163453337,0.0998110849056604,0.163459770114943
"PLAU",0.0519424697413261,0.0252486100677957,2.05724075906967,0.0399251010467363,0.180032631571857,-0.00480911424903723,0.0521032863849765
"DOCK9",-0.191163318582225,0.0930375896235697,-2.05468907089782,0.0402277613377814,0.180596197734563,0.321651791277259,0.133460795454545
"OGT",0.110162001372268,0.0536169031236657,2.0546132833928,0.040235497852567,0.180596197734563,0.0319952830188679,0.139685635359116
"TRIAP1",0.107332843506933,0.0522436136784215,2.05446821055691,0.0401906208690934,0.180596197734563,0.109026053639847,0.220459174311927
"GCNT1",0.0641450795905324,0.0312462392957292,2.05288959683862,0.0403494387107609,0.180829846492091,0.0783210182767624,0.130925700934579
"BABAM1",-0.043858725174049,0.0213687677353706,-2.05246861761953,0.0404465779840511,0.180987597043488,0.0190083333333333,-0.0261735632183908
"NUDT5",0.0854923742090017,0.0416956637886097,2.05039005116777,0.0405898102118725,0.181350803423687,0.109588960205392,0.19200117370892
"CCL17",0.161599909933896,0.0789791181967023,2.04610932134519,0.0410101794443332,0.182392304925939,0.0143930769230769,0.176070616113744
"CFD",0.0368070344227647,0.0179740953186847,2.04778230949419,0.0408944413625004,0.182392304925939,0.027568989280245,0.0615589673913043
"SEL1L",0.062709169534378,0.0306386096409709,2.04673678960031,0.0410050072404728,0.182392304925939,0.082983984375,0.148548305084746
"TNFSF10",0.04680121026021,0.0228982708603609,2.04387530157255,0.0412271743345637,0.183078728579932,-0.0436537436548223,0.00540852534562212
"ACP5",0.0593683749242343,0.0290610855256851,2.0428822203411,0.0413279770809477,0.183229180434775,0.137375831202046,0.18461308411215
"LAYN",0.0633319665153965,0.031009562878344,2.04233664188879,0.0413864678600108,0.183229180434775,0.0132990272373541,0.0808983253588517
"SIGLEC5",0.21408629961003,0.104901584994053,2.04082998004431,0.0415330900653108,0.183600134902932,-0.273296534017972,-0.0663356807511737
"CTSH",0.128659983607468,0.0630952875254486,2.03913776532954,0.0417088823703587,0.184098722486689,0.16487598944591,0.285321531100478
"SOD3",0.124528353909687,0.0610866817674306,2.03855161725418,0.0418112524080911,0.184272216495388,0.0133859327217125,0.154475
"MTUS1",0.0986945579353708,0.0484390772526294,2.03749872072581,0.0419234222937678,0.184488313166249,0.213474685534591,0.303591436464088
"TP53BP1",-0.150680534157802,0.0740318110815131,-2.03534848001888,0.0421424906858264,0.185173470351857,0.232527279874214,0.0894761494252874
"SUMF2",0.0892219623156042,0.0439230620488449,2.03132382292437,0.0424870039988885,0.186406945472601,0.0683715012722646,0.154300930232558
"PDCD5",0.100792121780762,0.0496782714329094,2.02889752146232,0.0427340543515114,0.187209755345002,0.0818722010178117,0.181756511627907
"ABCA2",0.0629491101797532,0.0310760960756864,2.02564408432898,0.0431286751404996,0.188655671797215,0.0696114420062696,0.131223295454545
"CLGN",0.0742527080659136,0.0367375935472758,2.02116417806086,0.0435892356665431,0.190385271476292,0.0591857589984351,0.136411666666667
"DNAJB8",-0.0979610591657387,0.0485046479245077,-2.01962210545688,0.0436980289281255,0.190575582877586,0.151040604467806,0.0574252380952381
"UMOD",-0.100295166615084,0.0497137416105279,-2.01745359262688,0.0439154879213659,0.191238533094234,-0.263775949367089,-0.345620754716981
"KLK8",0.0661542837236831,0.0328738280712339,2.01236934075137,0.044460493423073,0.193323752652112,0.0163883399209486,0.0654007389162562
"ATP1B2",-0.0594466021306901,0.0295707988508571,-2.01031437907763,0.0447289830106446,0.193637779804096,0.0184822884012539,-0.0396630681818182
"CLEC11A",0.0847433080145804,0.0421662902556213,2.00974066015407,0.0447315199752789,0.193637779804096,0.0237615483870968,0.0996775943396226
"GM2A",0.072003490380636,0.0358040022121284,2.01104585889689,0.0446478592018382,0.193637779804096,0.0677604813664596,0.136208659217877
"ADGRE1",0.0998998510599222,0.049774342838146,2.00705514856865,0.045067614678844,0.194516351686237,0.125665923076923,0.22861847826087
"KLF4",0.0766260946845091,0.0381756093212783,2.00720030529544,0.0450584976032247,0.194516351686237,0.0758102024922118,0.144533806818182
"ASAH2",0.0915918573038184,0.0456745996897645,2.00531275426468,0.0452039140391942,0.194632657237506,0.115777096774194,0.214728333333333
"CPVL",0.0720631700362833,0.03594085792882,2.00504868801414,0.0452277803779147,0.194632657237506,0.0053014687100894,0.0793832568807339
"TNFRSF19",0.0577061336653618,0.0287943447654298,2.00407872224421,0.045331750936969,0.19479320034974,0.0176060664112388,0.0618557339449541
"LBP",0.106024338922233,0.0529275482907579,2.00319762290494,0.0454282827898878,0.194921354349563,0.106889858793325,0.225359534883721
"GASK1A",0.0828184907619023,0.0413683964397847,2.00197488637133,0.0456204450074408,0.195172679812214,0.0313550940438871,0.120153125
"VWC2L",-0.0920782811740273,0.0459880324584413,-2.00222267080543,0.0455857155257882,0.195172679812214,-0.0339901840490798,-0.114200824175824
"CDH3",0.0625001283942893,0.0312826468036836,1.99791688940239,0.0459969600107571,0.196495785309112,-0.031287786259542,0.0244139534883721
"PADI4",0.141005789229818,0.0705958396832441,1.99736684006446,0.0460645854746392,0.196497399645103,0.175746517739816,0.30745141509434
"ACY1",0.12463330943063,0.0624663732542944,1.99520642767686,0.0462938150989705,0.19669869915628,0.704330961538462,0.79303511627907
"CREG1",0.0722564484976219,0.0362091230844938,1.99553157719428,0.0462602628092809,0.19669869915628,0.0926954896907217,0.156793867924528
"PFKFB2",0.130673210382389,0.0654982138785014,1.9950652490278,0.0463137251949077,0.19669869915628,0.109650784313725,0.237839719626168
"COL15A1",0.0513352770907276,0.0257398864510108,1.99438630735341,0.0464349865059214,0.196927475428595,0.0297197869101979,0.0735414364640884
"EDIL3",0.0611921574592896,0.0307150428009016,1.99225369327805,0.0466240344007184,0.197049508323653,-0.00234921156373193,0.0608921428571429
"EPO",0.124208118464936,0.0623588878184872,1.99182703236271,0.046666071101974,0.197049508323653,0.185187017994859,0.323419047619048
"LILRB2",0.0596428437842817,0.0299358205436454,1.99235707260219,0.0466031371354813,0.197049508323653,0.0164665399239544,0.0779736111111111
"NMT1",0.111088516291719,0.0558392087809921,1.98943571581433,0.0469809412265876,0.19809279980388,0.084336273006135,0.202778846153846
"CRIM1",0.0362569253681568,0.0182400661530504,1.98776282190695,0.0471122160106205,0.198289049545102,-0.00233490445859873,0.032510141509434
"DCTPP1",0.0541099486320625,0.0272277621159465,1.98730796903694,0.0471632065139786,0.198289049545102,0.0237535897435897,0.078113023255814
"SCARA5",0.0558507316296279,0.0281637096015914,1.98307440389429,0.04763317407675,0.199977204960149,0.131074109414758,0.18451976744186
"KRT19",0.122068445802362,0.0616198562732846,1.98099205653755,0.0478705126682387,0.200685276924811,0.180065637065637,0.294521428571429
"BCHE",0.0489609053707717,0.0247602569109264,1.97739892388458,0.0483335294254438,0.202336064442904,0.084085046728972,0.131091477272727
"FGR",0.114257830028365,0.0578504383948162,1.97505556048826,0.0485453314396442,0.202642083523772,0.172508869908016,0.282633726415094
"PRKRA",0.112902754475825,0.057155935467013,1.97534610453512,0.048512026026502,0.202642083523772,0.186788743455497,0.294740952380952
"AXL",0.0488522862348786,0.0247559893466654,1.97335220785506,0.0487332327004419,0.203110782498792,0.0421216944801027,0.0871516279069767
"LPCAT2",0.0843085318119162,0.0427347870159675,1.97283144947967,0.0487966356311266,0.203110782498792,0.0987705613577023,0.185367523364486
"DAG1",0.0768486318418993,0.0390096766149613,1.96998894916309,0.0491171927279489,0.204154249148032,0.160893757961783,0.235029481132075
"PXN",0.0889991791586764,0.0452116490704691,1.96850106086504,0.0492951230585636,0.204602769285686,0.130739224704336,0.212737264150943
"LACRT",-0.0764330090543268,0.0388426412441282,-1.96776034291646,0.0494314293410912,0.204877498630735,0.0159413043478261,-0.0495653846153846
"UBE2L6",0.102466399247367,0.0521162576398065,1.96611199437128,0.0496186025152368,0.20536197811547,0.0855870398773006,0.186759065934066
"NXPE4",-0.0525355246146574,0.0267420366713973,-1.96452967514057,0.0498101987027805,0.205863367198762,0.0362551724137931,-0.01465625
"ERCC1",-0.0550217432209426,0.0281155308578208,-1.95698752761189,0.0506916605142338,0.208621171862804,0.017376572327044,-0.0347768156424581
"PQBP1",0.0960728372370379,0.0490947031795498,1.95688803506315,0.0506471770110985,0.208621171862804,0.109397643979058,0.205778095238095
"QDPR",0.0722381067374759,0.0369101970134829,1.95713143202915,0.050614152453302,0.208621171862804,0.122655290322581,0.189882710280374
"ERP44",0.0440450108602762,0.022532903531214,1.95469752929365,0.0509042499824301,0.209201432417244,0.0620023529411765,0.106028971962617
"EPHB6",0.054009435250685,0.0276480594813017,1.9534620607718,0.0510502658212297,0.209506849339372,-0.0536584306095979,0.00585717703349282
"ZNRD2",0.120569298193657,0.0618606688171615,1.94904614675308,0.0516264624730171,0.211574366544398,0.198366153846154,0.318518206521739
"VEGFD",-0.0670069565569437,0.0344319472824214,-1.94606932937403,0.0519262424206882,0.212504874444329,-0.0596581852791878,-0.116596527777778
"ATOX1",0.117575417549973,0.0604543031215724,1.94486432692031,0.0520727552678662,0.212806420828958,0.0423335031847134,0.167219158878505
"CCDC28A",0.0493222220417008,0.0253616973373812,1.94475241091232,0.0521484399790081,0.212818074886399,-0.0395985915492958,0.00918805555555556
"CDKN1A",0.176837374410583,0.0910685461089254,1.94180517825629,0.052448154951857,0.213663476852946,0.157278002610966,0.329252570093458
"TRIM24",0.106322519846167,0.0547532524826114,1.94184847521037,0.0525018399659189,0.213663476852946,0.12517429022082,0.230425
"MAMDC2",0.0620874779017207,0.0320143017736484,1.93936692234301,0.052795229262991,0.21455863686573,0.0621437116564417,0.120995604395604
"CCL8",0.101382062357404,0.0523048764335979,1.93829083003591,0.0528697606451598,0.214563111951607,0.00220798212005109,0.106358027522936
"MMP1",0.149235773955101,0.0770428434580581,1.93704914378381,0.0530333583928324,0.214928534291063,0.0291519359145527,0.183511556603774
"FBP1",0.131618500992294,0.0679794064135261,1.93615254878285,0.0531331047669788,0.215034532034781,0.403217051282051,0.521034418604651
"PSMD9",0.0972321310728829,0.0502611945188261,1.93453681321607,0.0533358927131572,0.215556678434087,0.0817872062663185,0.17148691588785
"ACRV1",0.146929457932977,0.0760314225724999,1.93248334651206,0.0536499608545358,0.216332278876369,0.781535377358491,0.776410057471264
"NPTX2",-0.0563673153130364,0.0291729345478837,-1.93217844507609,0.0536758734378397,0.216332278876369,0.0473684931506849,-0.040478453038674
"BOLA1",0.0987897295292139,0.0511976773829521,1.92957443733784,0.0540068313918189,0.217366337915833,0.087551246105919,0.184997159090909
"CX3CL1",0.0557471207975577,0.0289667461016047,1.92452133222065,0.0545782383185531,0.219363978496303,-0.0618987741935484,-0.00352071428571428
"KIR3DL2",0.127053627204388,0.0660231718817338,1.92437932900251,0.0546566472438083,0.219377367096714,0.157951022012579,0.287729608938547
"MEGF10",-0.065980946319207,0.0343284515096591,-1.92204842973012,0.0548867081976898,0.219998575245061,-0.0443878671775223,-0.110712142857143
"DCXR",0.0994879244232183,0.0518032520504689,1.92049573116168,0.0550808813444179,0.220474431901903,0.431876560509554,0.500377570093458
"GUCY2C",-0.14115575762274,0.0735304411955285,-1.91969142749171,0.0552465712309321,0.220835131514068,0.23933608490566,0.102624585635359
"HLA-E",0.0490418035244812,0.0255957973891796,1.9160099909688,0.0556533327056015,0.222157155964164,0.0420447300771208,0.087362380952381
"GCHFR",0.0941006698038415,0.0491898610863369,1.9130094642609,0.0561113169897188,0.223679765680707,0.163287317073171,0.248561046511628
"NELL1",-0.0728931398552247,0.0382383137673695,-1.90628541568765,0.0569010682529247,0.226270873641526,-0.0114815286624204,-0.0888151869158878
"PCDHB15",0.0636278846558164,0.033372148483034,1.90661637167784,0.0569161848482278,0.226270873641526,0.0142639660493827,0.0745964673913043
"ERC2",-0.122170059344688,0.0641443501002007,-1.90461138282397,0.0571824181627285,0.227020415586267,0.157633176838811,0.0369208333333333
"SNCA",0.192839448850658,0.1013923528727,1.90191314617949,0.0575370225822846,0.228118290346588,0.0803042519685039,0.273774581005587
"GBP6",-0.06192906007652,0.0326679940610012,-1.89571052207489,0.0583540464942437,0.230851741872073,0.0342302507836991,-0.0232789772727273
"PRUNE2",0.044763218836515,0.0236158815784763,1.89547100699017,0.0583844754426633,0.230851741872073,0.0749846698113208,0.118473756906077
"GPKOW",0.0527225014295991,0.0278339899763245,1.89417692089581,0.0584991070578035,0.230992420030949,0.0815931668856767,0.131352358490566
"S100P",0.0977239712772449,0.0517175466280638,1.88957090288998,0.059114299827493,0.233106591222584,0.165050788436268,0.25732119047619
"ITIH1",-0.0284731880210604,0.0150758082042906,-1.88866743561761,0.0592835998330883,0.233459135730841,-0.0168921898928025,-0.0428711956521739
"RNASE3",0.192301710317798,0.101931527677703,1.8865773397004,0.0595108283330375,0.234038546957114,0.244145806451613,0.423253488372093
"BRK1",0.0727438633317397,0.038590183465122,1.88503543647275,0.0597240800389458,0.234323505494504,-0.0267613666228647,0.0525202830188679
"PTPRB",0.0481021596180104,0.0255148529430843,1.88526109577474,0.0597436726876815,0.234323505494504,0.129089417177914,0.171430769230769
"ADH1B",0.147186243887737,0.0783219840331248,1.87924560013045,0.0605697851076214,0.237245190461756,0.599234015748031,0.733948603351955
"EFCAB2",0.058866146437682,0.0313473884725294,1.87786445079047,0.0607574595532847,0.237661709256624,0.0361185534591195,0.098528729281768
"SLC4A1",-0.0779920798777046,0.0415723779712403,-1.87605529641964,0.0609967490222381,0.238278744175107,0.0921958904109589,0.0115058011049724
"ADGRE5",0.0549797829639868,0.0293405143294258,1.87385205135437,0.0612419605709381,0.238366112406242,0.137412040557668,0.180893055555556
"CLSTN3",0.0510259522800398,0.0272265001656256,1.87412821955213,0.0612638434007829,0.238366112406242,0.0987251920122888,0.150604644808743
"INHBB",0.0924899040975328,0.0493373514618298,1.87464266640029,0.0612015651359992,0.238366112406242,0.122126692913386,0.212180167597765
"KIR2DS4",-0.271513289702453,0.145053611087039,-1.87181337760376,0.0615839270450778,0.23929286545973,1.00718730769231,0.746967119565217
"TNFSF8",0.06577368657707,0.0351656036538326,1.87039833652625,0.0617785858728187,0.239412503873178,0.0901355403348554,0.156617403314917
"TP53",-0.0679394715541571,0.0363260804733915,-1.8702670552063,0.0617477336476541,0.239412503873178,0.0717590968586387,0.00182095238095238
"ERN1",0.0592724613288455,0.0317005346660942,1.86976219654242,0.0618695610580974,0.23944749326061,0.0392112654320988,0.1091
"CD5L",0.0785573965865005,0.0420321999396523,1.86898132144616,0.0619786906335268,0.239495076998437,-0.0259406635802469,0.0540254098360656
"FOS",0.0586273612979942,0.0313756986823245,1.86855954640532,0.0620457814126683,0.239495076998437,-0.0186607255520505,0.0392848314606742
"BCL2",0.0843193365112727,0.0451691261733517,1.86674712695722,0.0622893015099198,0.239801500674553,0.0876970769230769,0.17588125
"S100G",-0.081114364498645,0.0434386201723689,-1.86733289816239,0.0622074037374526,0.239801500674553,0.0704610429447853,-0.0167626373626374
"MMP10",0.0991118588309226,0.0531697504830329,1.8640647723662,0.0626096301279783,0.240401234210187,0.042241858974359,0.132520238095238
"NT5E",0.0901628819791781,0.0483550939506645,1.86459945814952,0.06253182542539,0.240401234210187,0.180183057324841,0.280939719626168
"CDH5",0.0510441775663928,0.0274057043711429,1.86253842904838,0.0628188575025634,0.240888059872034,0.0284885245901639,0.0726460648148148
"CELA2A",-0.120199994172661,0.0646392103824304,-1.85955232840116,0.0633008320398966,0.242188729586433,-0.0839698630136986,-0.197921546961326
"IL18RAP",0.272549550833558,0.14665374174501,1.85845616750404,0.0634067002510681,0.242188729586433,0.210653846153846,0.533639663461538
"SORT1",0.0603713838652158,0.0324786319664802,1.85880316410872,0.0633513270331582,0.242188729586433,0.0954241666666667,0.156089534883721
"ACTA2",0.0671204864859733,0.0362003349180459,1.85413993096826,0.0640234631591567,0.243272508909045,0.0559147174770039,0.113878095238095
"CD164",0.0412889853803148,0.0222676459924058,1.8542141991298,0.0640063613454059,0.243272508909045,0.0729750962772786,0.114720187793427
"CLEC5A",0.0501107286574866,0.027023429554444,1.85434378551134,0.0639881148919792,0.243272508909045,-0.0410471649484536,0.0159574418604651
"PPME1",0.0958377520155829,0.0516849846310113,1.85426681849257,0.0640024917102334,0.243272508909045,0.0057208224543081,0.0939245327102804
"DDX25",-0.0592337889119647,0.0319710516803263,-1.85273194964728,0.0642821191003296,0.243364259505138,0.0288755868544601,-0.0281816666666667
"FCER1A",-0.0393944679346208,0.021255755003147,-1.8533553820501,0.064186132293862,0.243364259505138,0.0100881134969325,-0.027518956043956
"GAGE2A",0.115942556037412,0.0625824312908049,1.8526374518538,0.0642974703415353,0.243364259505138,0.10560534591195,0.213582681564246
"COMP",0.0550578195997327,0.0297910884269058,1.84813051509751,0.0648849087553222,0.245269991439912,0.00321350649350649,0.0453133802816901
"CD244",0.0439001778718488,0.0238480638818157,1.84082775395964,0.0659426202569071,0.248624950181526,0.035608883248731,0.0818299539170507
"NRP1",0.0453233788925318,0.0246174411443232,1.8411084493639,0.0659041296294424,0.248624950181526,0.0750912932138284,0.109840930232558
"C19orf12",0.129382905504303,0.0703489746171636,1.8391583702307,0.0661977147936499,0.249265106478151,0.540800197109067,0.639825943396226
"GIP",0.0813288215198673,0.044253711330551,1.83778533087057,0.0664587819290414,0.249926075671376,0.109255703125,0.198623728813559
"PCARE",0.137514369703641,0.0751162815010691,1.83068659624324,0.067512781121518,0.253563427297012,0.112918847352025,0.254755113636364
"ABL1",0.106293080603005,0.0581343158417591,1.82840511776785,0.0677938593707184,0.25396622702723,0.187207637075718,0.297291355140187
"GGT5",0.0374825247452384,0.0204942849885232,1.82892571105694,0.0677141990255766,0.25396622702723,0.0474218709677419,0.0841588095238095
"IL2RG",0.0600489025937406,0.0328808872465518,1.82625554302942,0.0681717420182888,0.255054840175979,0.0164861882716049,0.0846451086956522
"SCT",-0.0853910080682141,0.0467811264798349,-1.82533030932938,0.0683170519858299,0.25527164437672,0.065081220657277,-0.0190091666666667
"PPP3R1",0.0638315558657021,0.0350555780417658,1.82086730361862,0.0689315508547281,0.257238814300786,0.064236064516129,0.126448095238095
"CSNK1D",-0.100193553419168,0.0550417717833825,-1.82031846310255,0.0690812562293659,0.257468661609958,0.111620676100629,0.0164198275862069
"F11",0.0485314053471924,0.0266941225513691,1.81805583808947,0.069419908062007,0.258401237397687,0.023847200622084,0.0843447802197802
"CLUL1",-0.0741438078064394,0.0408203567389856,-1.81634394526562,0.0696202631001067,0.258488448257321,-0.159601285347044,-0.216482790697674
"PTPRR",-0.0659574633805236,0.036302665280204,-1.816876608685,0.0695965462362054,0.258488448257321,-0.0910036098310292,-0.150051639344262
"TIGIT",0.062692580372827,0.034536128776273,1.81527526663319,0.069849941832639,0.259012093953009,0.0285166666666667,0.0921767955801105
"PTS",0.104520670192899,0.0576920431502971,1.81169992403641,0.0703446308221574,0.260510589110122,0.457030570291777,0.548125829383886
