"Protein","estimate","std_error","statistic","pvalue","Padj","mean_diabetes_nonDN","mean_diabetes_DN"
"TRIM26",-0.056491729139822,0.0504900399949812,-1.11886877383019,0.263527409519034,0.56786658599898,0.0645946540880503,0.00963854748603352
"SCRN1",0.0518503440341327,0.046399840474645,1.11746815298786,0.264066969852284,0.568609938031226,0.0797754498714653,0.129405714285714
"IL17F",0.0636150124883102,0.0569595466160843,1.11684548539483,0.264336107833966,0.56877032922743,0.119928803641092,0.176925480769231
"FUS",0.0364692508057338,0.032728304398606,1.11430309256373,0.265425484777472,0.570694088682689,0.0952048492791612,0.129995714285714
"POF1B",0.0452326231372434,0.0406072605040328,1.11390481839451,0.26565208278519,0.570761313160534,0.102984433962264,0.15471408045977
"IL1B",0.056376735306849,0.0507057733831617,1.11184055671204,0.266483055007212,0.571705937394328,0.123313154450262,0.182237439613527
"SCN3B",-0.041156842795787,0.0369985254108585,-1.11239143557078,0.266298296042555,0.571705937394328,0.0287201713395639,-0.00970085227272728
"IL34",-0.0331476287217153,0.0298836677340737,-1.10922223525863,0.267609531058278,0.57328082826414,0.00720906701708279,-0.0278837264150943
"INSR",0.0166484001615434,0.0150030436775254,1.10966817929636,0.267473002201669,0.57328082826414,0.00570518867924528,0.0226540229885057
"PTPRK",0.0224523078804985,0.0202693646336867,1.10769667852262,0.268313730960169,0.573947819813772,0.0676433076923077,0.0914910326086956
"ST8SIA1",0.0469286503238938,0.0423555448608516,1.10796946369279,0.268205523850009,0.573947819813772,0.0678589622641509,0.114872988505747
"ASAH1",0.0472851647384419,0.0427344556553581,1.10648805544135,0.268837083795858,0.574034480458777,0.130564187116564,0.181098603351955
"BIN2",0.0851637042803616,0.0770958152201441,1.1046475614426,0.269581275807875,0.574034480458777,0.0900801026957638,0.18888896713615
"IPCEF1",0.0821945587000363,0.0744306834053453,1.10431014387453,0.269729411933573,0.574034480458777,0.150105935483871,0.226594285714286
"LRIG1",0.0329561139457273,0.0298029463561473,1.10580053233326,0.269079891543436,0.574034480458777,0.0116966751918159,0.0556660550458716
"NUDT16",0.0827460687126245,0.0748023172721257,1.10619659564289,0.268962338579794,0.574034480458777,0.0619541602465331,0.163064945652174
"SERPINA3",0.0141573988963936,0.0128158084096741,1.10468247057336,0.269618493485838,0.574034480458777,-0.00976078582434515,0.0116167582417582
"YOD1",0.06212552224705,0.0562246778030838,1.10495114733486,0.269508860879603,0.574034480458777,0.106596394984326,0.149849431818182
"COL5A1",0.0404924779603497,0.0367198103088084,1.10274202453154,0.270466736941865,0.575184720046674,0.10781,0.150284636871508
"INPP5D",0.0574638184178735,0.0521840562272944,1.10117577230069,0.271146072506835,0.576210053719979,0.142649609375,0.189895197740113
"AARSD1",0.0524667614074716,0.0477434782685939,1.09893043636883,0.272069413485992,0.577332480904915,0.090129634464752,0.131748598130841
"ZP4",-0.0299723280127,0.0272610409738637,-1.09945647495398,0.271895269625971,0.577332480904915,0.022401965408805,-0.00998854748603352
"PMCH",-0.0689854630544384,0.0627955475364433,-1.09857252242928,0.272280999057575,0.577362176521215,0.174582523510972,0.105725284090909
"LRRC37A2",0.0417111979305984,0.0380707635746391,1.09562283532407,0.27356167131371,0.579657145452255,-0.00871023076923077,0.0330029891304348
"LAP3",0.0476335370022787,0.0435504907176612,1.09375431177315,0.274333446894817,0.580871254946853,0.0838200910273082,0.131714663461538
"BTNL10",-0.0424724888198703,0.0389399411776699,-1.09071784741745,0.275721003494422,0.581701640585344,0.0656950471698113,0.0277122905027933
"CXCL11",0.0704164801118632,0.0645315640691608,1.09119438103802,0.275450991853184,0.581701640585344,0.108603880407125,0.193780930232558
"ERI1",0.0340885461122545,0.0312430771758567,1.09107518188371,0.275563049174344,0.581701640585344,0.0297175314465409,0.0604466850828729
"GP6",0.0818290680409558,0.0749688438732193,1.09150766923041,0.27531592996604,0.581701640585344,-0.0230832262210797,0.0714387323943662
"VMO1",0.0666004425897912,0.0610217982552486,1.09142051683249,0.275357241525328,0.581701640585344,0.0941997389033943,0.160194392523364
"DTYMK",0.0639841727473027,0.0588207493345727,1.08778234672531,0.277006974139935,0.582312502472583,0.127798542944785,0.190150824175824
"GLB1",0.0394294273225384,0.0362222216627029,1.08854248890917,0.276623035905809,0.582312502472583,0.174804129032258,0.196762142857143
"ID4",0.0458983080577919,0.0421503506134789,1.08891877267361,0.276512380318423,0.582312502472583,0.0672437893081761,0.119187845303867
"INSL3",0.0740423970587146,0.0680458395806971,1.08812526254314,0.276855671850647,0.582312502472583,1.01484062980031,0.909296994535519
"NTproBNP",0.0993682815433535,0.0912257714790474,1.08925668626629,0.276305512579824,0.582312502472583,-0.170550833333333,-0.058563488372093
"SRPK2",0.0796658467057759,0.0733609697296246,1.08594320657685,0.277770077149459,0.583077705050805,0.273854948586118,0.354319761904762
"VWA5A",-0.077170229479916,0.071043446634663,-1.08623994380171,0.277695601349693,0.583077705050805,0.187884827044025,0.115585754189944
"ANXA5",-0.029418999085921,0.027138817374412,-1.08401919951232,0.278626205318334,0.583875351093603,0.0333111038107753,0.00619739336492891
"CILP",0.0542411491012218,0.0500305680476933,1.08416016882948,0.278607099424204,0.583875351093603,0.246292770167428,0.288342541436464
"WFIKKN1",-0.0395764501337814,0.0365185974770881,-1.08373412091228,0.278749525932777,0.583875351093603,0.0899149417852523,0.0312133333333333
"ATP5PO",0.0374499484908835,0.0346019053000839,1.08230885455873,0.279384567856863,0.584786323264866,-0.00289776609724047,0.0377367924528302
"PCSK9",0.0368978774343369,0.0341306338360377,1.08107800199647,0.279921762225816,0.585491330868886,0.126389911727617,0.176698611111111
"CTAG1A_CTAG1B",0.0489675547511831,0.0453091689942486,1.0807427246657,0.280133240666465,0.585514541650509,-0.00346143533123028,0.0480247222222222
"RILP",0.055377838146164,0.0512749737092286,1.08001689986624,0.280396108285399,0.58564505247315,0.0584519820971867,0.114306422018349
"CR1",0.0366480550383575,0.0339964785465013,1.07799562205331,0.281350038346048,0.586995477412527,0.0913661809815951,0.13153156424581
"NFIC",0.0425638510940072,0.0394920990624071,1.07778143235046,0.281444443482187,0.586995477412527,0.0654492331288344,0.107089010989011
"COMMD9",0.0338253993722086,0.031475819548101,1.0746471373213,0.282845796092042,0.588238730377899,0.0187759259259259,0.0566989130434783
"GFRA3",-0.0258612247626657,0.0240607315571926,-1.07483119127917,0.282715409308257,0.588238730377899,-0.0337021373056995,-0.0523483333333333
"RBKS",0.0494520137792837,0.0460075025263042,1.07486846848533,0.282702574594725,0.588238730377899,0.24003375,0.271941346153846
"SHPK",0.0399482561631542,0.037161768569988,1.07498264211829,0.282701421828567,0.588238730377899,0.0461478773584906,0.0864897790055249
"ADGRE2",0.0293607321477018,0.0273979249861932,1.07164072324812,0.284141815695538,0.589628874646758,0.105604585987261,0.128832547169811
"BDNF",-0.0792453508171889,0.0739342700003836,-1.07183516949282,0.284104131541048,0.589628874646758,0.0164061643835616,-0.0446825966850829
"ISLR2",-0.0357081607059083,0.0333325975775744,-1.07126846693557,0.284321384112691,0.589628874646758,-0.0161204177897574,-0.0483902380952381
"PER3",0.109948114850794,0.102516041623438,1.07249668549099,0.283818009920044,0.589628874646758,0.187927122641509,0.277642816091954
"AGER",-0.0401024089833363,0.0375038068746764,-1.06928902224095,0.285200624414016,0.590707336035109,-0.119727877237852,-0.15384380952381
"PGM2",-0.0558523814986656,0.0522320763300264,-1.06931191373218,0.285245739611752,0.590707336035109,0.102688497652582,0.0449913888888889
"DDR1",0.022107135391777,0.020702747863983,1.06783580310309,0.285853071423743,0.591515845912159,0.0654183842239186,0.0814241860465116
"PCYT2",0.0653732683678369,0.0612376278588777,1.06753430290425,0.286041030210089,0.591515845912159,0.108789230769231,0.180603260869565
"APP",0.0619337150693159,0.0580639763425479,1.06664611985818,0.286392501559679,0.591823825712434,0.0893935173299101,0.154237264150943
"SERPINB1",0.0841848729983433,0.0790337291288207,1.06517652559614,0.287058416815969,0.592780702428454,0.129936545924968,0.218479146919431
"KEL",0.0346047726218889,0.0325585245054346,1.06284830616672,0.288115549693518,0.594540400213474,0.100807884362681,0.112465094339623
"MAX",0.0952393845871632,0.0896452583066167,1.06240292444038,0.288317504141852,0.594540400213474,0.058126741130092,0.160236556603774
"PTPRZ1",-0.0315609828961482,0.0297773279599324,-1.05989976463354,0.289498535736326,0.596134405512011,-0.0424680981595092,-0.0640126373626374
"SLC16A1",0.0486700611514306,0.0459080232046068,1.060164602046,0.289333899007159,0.596134405512011,0.19088791064389,0.228560849056604
"COPE",-0.0441038754084237,0.0417018333081924,-1.05760039570633,0.290501241159462,0.597360038199196,0.0571683968462549,0.0134257075471698
"CXCL6",0.0702674638526104,0.066454583241521,1.05737573580489,0.290595245213473,0.597360038199196,0.142219352791878,0.213178801843318
"GSTM4",0.0675847987952647,0.0639243358277303,1.05726243253272,0.290707041177022,0.597360038199196,0.136548510971787,0.201811079545455
"C9",-0.0559750611141559,0.0530419492050716,-1.05529796610121,0.291596149137935,0.598765950654284,-0.14138371559633,-0.182253333333333
"SLAMF6",0.0326703136568636,0.031064456621769,1.05169435456886,0.293201725921874,0.601217854837695,0.0433801701570681,0.0851311904761905
"WFDC1",0.0539731867805906,0.0513069906766611,1.05196555223307,0.293129076413954,0.601217854837695,0.108502917981073,0.156740277777778
"CD276",0.0362576897650832,0.0344935119508144,1.05114520715619,0.293448670641979,0.601302254990087,0.0345855044699872,0.0708469047619048
"IL5RA",0.0514592874818444,0.0490861527491442,1.04834631764335,0.294736497620915,0.603095270341956,0.0919438303341902,0.131485238095238
"TDP1",0.0656387257740932,0.0625792670119862,1.04888933520939,0.294535109804644,0.603095270341956,0.185998688271605,0.248581793478261
"TXK",0.0764218943853561,0.0729852584031661,1.04708671391154,0.295370778660789,0.603808291935277,0.18434284591195,0.25689364640884
"WNT9A",-0.028007844201294,0.0267582531701415,-1.04669927529301,0.29549824006415,0.603808291935277,-0.022528088426528,-0.0589846153846154
"SMOC2",0.0369195493082625,0.0353018904300468,1.04582357654249,0.295896999162072,0.604200581098234,0.142616433121019,0.157652594339623
"DEFB116",0.0639610870562448,0.061265333213738,1.04400129242915,0.296794730519322,0.605187859439957,0.136929595015576,0.203467613636364
"USO1",0.0789212000413108,0.0755787106567237,1.04422527660955,0.296639735515053,0.605187859439957,0.0685880548302872,0.156619392523364
"TOP2B",0.0729039194785306,0.0699651097465728,1.04200393228286,0.297722298661516,0.606655897272628,0.214473977987421,0.283765804597701
"ARHGEF1",0.0774406911544375,0.0743879714090319,1.04103781414632,0.298161140891352,0.607126727306293,0.0849146697388633,0.169215846994536
"ZNRF4",0.0461506612208525,0.0443597133981405,1.04037329562159,0.298470192124871,0.607332800410079,0.0413008487654321,0.0941714673913043
"RNF5",-0.0629938722804969,0.0606299704432176,-1.03898899867506,0.299118748646544,0.608228937748922,-0.032988515625,-0.093421186440678
"NGFR",0.0254584650899405,0.0245197762559333,1.03828292820495,0.299440728123489,0.608234462277069,0.0104330521472393,0.030635989010989
"THTPA",0.0766794019515414,0.0738668009069128,1.0380766597456,0.299537779334942,0.608234462277069,0.0475040958268934,0.130090489130435
"LRP2",-0.0300845908171051,0.0290051628567704,-1.03721502843011,0.29994328893674,0.608634923800802,0.0174694053208138,-0.0109741666666667
"EP300",-0.0279696336454212,0.0271026913964781,-1.03198731211823,0.302387617984632,0.613169062977859,0.016650786163522,-0.0120919540229885
"LTA",0.0374088980788884,0.0362699126979225,1.03140303618738,0.302605293029384,0.613184928038739,0.00269691516709512,0.0544104761904762
"IFIT3",0.035194736544835,0.0341357210269838,1.03102367508259,0.302836332782403,0.61322783395023,0.046762893081761,0.0822729281767956
"EFHD1",0.0310500799067066,0.0301404884076992,1.03017839282176,0.303226369459132,0.613592417977551,0.0423808282208589,0.0623857142857143
"ART3",-0.032554804712802,0.0316449247465521,-1.02875279285817,0.303847127961542,0.613626352128799,-0.0109385109114249,-0.071976511627907
"MRPS16",-0.0321147204833349,0.0312151168971424,-1.02881948477582,0.303873145629833,0.613626352128799,0.0476864779874214,0.0131172413793103
"PKN3",-0.0620867793992801,0.0603095748742386,-1.0294680327087,0.303565961291911,0.613626352128799,0.0747545597484277,0.0159436464088398
"SDCCAG8",0.0989078656548008,0.0962670900815817,1.0274317585686,0.304517248982027,0.614502349119808,0.0741604938271605,0.179275
"APOE",0.0623854760181356,0.0608587590251467,1.02508623273698,0.305620083841493,0.615877162058512,-0.00771753445635529,0.0645823369565217
"IL1R1",0.0229819892952402,0.0224166186029773,1.02522105150095,0.30551009299183,0.615877162058512,0.033713350449294,0.0517806603773585
"SPRED2",-0.0375086188851873,0.0366148748040238,-1.02440931686772,0.305949333742738,0.616115749962978,0.0329992924528302,-0.00381063218390805
"IL20RB",-0.0378374283005774,0.036998352036697,-1.02267874696279,0.306766607408559,0.617336106644497,-0.0132279088050314,-0.0540034482758621
"GRHPR",0.0562724202936211,0.0550601074411435,1.02201798922702,0.307070172425862,0.617521709448292,0.130928911042945,0.187874450549451
"DFFA",0.0565209015027657,0.0554381770119716,1.01953030473135,0.308197614030387,0.61901280370042,0.107377093908629,0.17029470046083
"PRSS27",-0.0354219636386972,0.034745873246614,-1.01945814938322,0.308235328331318,0.61901280370042,0.034260824742268,0.000448837209302325
"ART5",0.0509022439212355,0.0500804989581801,1.01640848194707,0.309736912460864,0.62109171345472,0.0806228193146417,0.135086079545455
"CACNB3",0.0749733779728227,0.0738365963474544,1.01539591045095,0.310213035751406,0.62109171345472,0.068997009202454,0.15697967032967
"CRX",-0.0963319155663385,0.0949031072129729,-1.01505544333927,0.31033329967279,0.62109171345472,0.381483048620237,0.289914761904762
"ECSCR",0.0472248198788136,0.0465151839211622,1.01525600670212,0.31028547679164,0.62109171345472,0.0718092679127726,0.115457102272727
"IL33",0.0349378144830741,0.0343596111629793,1.01682799369737,0.309488031003823,0.62109171345472,-0.0175180104031209,0.0155002403846154
"NFKB2",0.056029088600285,0.0553224421180865,1.01277323370306,0.311469798878609,0.62251351048105,0.118766666666667,0.173887845303867
"PALLD",-0.0355233030907612,0.0350684384824875,-1.01297076881541,0.311378108397245,0.62251351048105,0.0400299528301887,0.00531752873563218
"NPPB",0.116254480472963,0.114978643677357,1.01109629366638,0.312223267462345,0.623166931369516,-0.206362812089356,-0.0817657142857143
"PGLYRP2",-0.0268345882270597,0.0265375579918038,-1.01119282472591,0.312220980519024,0.623166931369516,-0.00383922480620155,-0.0295622950819672
"STAT2",0.068698398283111,0.0679745691462736,1.01064852850012,0.312487976963268,0.623269534939706,0.0979477987421384,0.169033333333333
"EEF1D",0.0817524572902724,0.0811061353519309,1.00796884151288,0.313763176535663,0.624199351432331,0.15114486196319,0.239045879120879
"HBZ",-0.0919946397972984,0.0912759250047991,-1.00787408938843,0.313808640401812,0.624199351432331,0.0949313650306749,-0.00261016483516484
"TRIM5",0.0770864111220036,0.076456540516734,1.00823828283378,0.313587942797803,0.624199351432331,0.0964579048843188,0.172070714285714
"TSC1",-0.0620572935161778,0.0615500883417495,-1.0082405271559,0.313641587363884,0.624199351432331,0.151061006289308,0.0904258620689655
"GDNF",0.0323958376433973,0.0321891692495101,1.00642043267054,0.314464613544732,0.625078639984834,0.148493298291721,0.160485849056604
"ACTN4",-0.027729503089649,0.0275927823849725,-1.00495494447675,0.315168395507304,0.625436066686528,0.0440604031209363,0.0172961538461538
"ITGA6",-0.0457593314877002,0.0455448329782195,-1.0047096123853,0.315283695826449,0.625436066686528,0.0538869537275064,0.0198569047619048
"PRR4",0.0609572676508576,0.060664999953913,1.00481773175911,0.315286559284482,0.625436066686528,-0.00581901743264659,0.057461797752809
"MAN2B2",0.0548975857844505,0.0546738049411535,1.0040930175527,0.315626414045448,0.625685469362822,0.178052377300613,0.216070604395604
"SERPINB6",0.0508857562699892,0.0507650847129801,1.00237705812354,0.316405957642772,0.626805564903174,0.0530446428571429,0.106958018867925
"CD40LG",0.0686642280178778,0.068774062797305,0.998402962178475,0.318325280230123,0.630180534439309,0.0191725253807107,0.0944790322580645
"METAP1",-0.0266457417604442,0.0267355898223066,-0.996639383590951,0.319188389313343,0.630607487203237,0.0209297634691196,-0.00802169811320755
"PPP1R2",0.0676729422788909,0.0678915128867249,0.996780590112954,0.319114341299393,0.630607487203237,0.109451794871795,0.184601627906977
"TALDO1",0.0397926248124698,0.0399023413294684,0.997250373954433,0.318933286504956,0.630607487203237,0.134389160305344,0.172115
"SMC3",0.0409938367118005,0.0411475499100352,0.996264341411074,0.319418877500281,0.630636459497177,0.0196056603773585,0.0556759776536313
"CDAN1",-0.0197035016848888,0.0198600127619807,-0.992119286177322,0.321428477415693,0.632893538415536,0.014663287250384,-0.00357595628415301
"CNTN2",0.0389098597920128,0.0392009982500592,0.992573187647179,0.321158826185833,0.632893538415536,0.0633709450830141,0.109735550458716
"HDGF",-0.0797407606014763,0.0803604937994905,-0.992288086238489,0.321298014903753,0.632893538415536,0.144262659846547,0.0542096330275229
"MYO9B",0.0585612403659,0.0589702774783312,0.993063673261814,0.320925816799746,0.632893538415536,0.116054291287386,0.176770913461538
"PRKAR2A",0.0663557074611391,0.0670114608139853,0.990214310434651,0.322358654164062,0.634297634658175,0.0849520030816641,0.15542349726776
"FOLH1",-0.0816421188388282,0.0825072824087284,-0.989514094457573,0.322708633446438,0.634558968324691,0.298043003144654,0.211110344827586
"ILKAP",0.0478981931429066,0.0484437874570428,0.988737579310453,0.323038882447775,0.634781179900739,0.0789814229249012,0.126264622641509
"CR2",0.0411297616619139,0.041672897484325,0.986966689258518,0.32390011742671,0.636045795108096,0.144290051347882,0.182593488372093
"AKAP12",-0.0165022244312315,0.0167792289292233,-0.983491226017584,0.325659399630482,0.639071031376944,-0.0258663779527559,-0.0408569832402235
"CWC15",0.0539477344395135,0.0549267642868861,0.982175723254712,0.326300875184691,0.639470930442433,0.177492592592593,0.228729120879121
"STIP1",0.0540386982654252,0.0550061039068904,0.982412758353096,0.326138271654352,0.639470930442433,0.112254838709677,0.162346933962264
"ATP1B3",-0.0322690992216242,0.032878893865357,-0.981453310253378,0.326662297400506,0.639750156169088,0.0288489811912226,-0.00188721590909091
"ARMCX2",0.0562065019209105,0.057428003764287,0.978729857154878,0.328004260631721,0.640744940756717,0.0911982866043614,0.150339204545455
"CPA2",-0.0639703142184691,0.0652866919172246,-0.979836967380358,0.32740573833222,0.640744940756717,0.201543533930858,0.12760046728972
"DNAJB2",0.047246470110005,0.0482774111858235,0.978645477242965,0.328047375555116,0.640744940756717,0.0897992125984252,0.132239106145251
"MTPN",-0.0271230921533952,0.0277154790350976,-0.978626135923823,0.328009502579432,0.640744940756717,0.0219157687253614,-0.00272619047619048
"RNF168",-0.0335800012564022,0.0343335897088959,-0.978050985670792,0.32834257046365,0.64089311349017,0.0227320754716981,-0.0138270114942529
"SNRPB2",0.0409570115726554,0.0419625907099237,0.976036295179685,0.329330857958451,0.642393035350197,0.135215975422427,0.176438524590164
"LRRC59",0.0402974135927575,0.0413401912507769,0.974775693424016,0.329955540201092,0.643182180432015,0.114600383435583,0.158052472527473
"DPP6",-0.0327608435543725,0.033701474203947,-0.972089332238637,0.331246956451455,0.644839178381846,0.0640710182767624,0.0368257009345794
"PPP1R14A",0.0693736469141979,0.0713363119643596,0.972487152810167,0.331091573254858,0.644839178381846,0.0603786042944785,0.143800549450549
"PRDX6",-0.0521126505110151,0.0536840939896699,-0.970727950089701,0.3319192064116,0.645288038013769,-0.00677471264367816,-0.0598866972477064
"PSMG4",0.051455036525197,0.0529813372338329,0.971191729232887,0.331744166562891,0.645288038013769,0.121484355345912,0.159273275862069
"LAT2",0.102773610260774,0.105980664870131,0.969739248066732,0.332416731113689,0.645825590634441,0.239085117493473,0.340135046728972
"DDX39A",-0.0234231013122984,0.0242241748194956,-0.966930823726034,0.333868655669257,0.647731700502818,0.0323580188679245,0.00732586206896552
"PLXNB3",0.0380168431836025,0.0393371017969998,0.966437318635965,0.334062858541324,0.647731700502818,0.081178488372093,0.121195093457944
"SH3BP1",0.0425653520315283,0.0440171307316101,0.967017870634643,0.333816781285683,0.647731700502818,0.117852846153846,0.159939402173913
"CES3",0.0641797664511964,0.0664544792151101,0.965770362046618,0.334398338257268,0.647952217763752,0.339213054830287,0.390947196261682
"GSTP1",-0.0555190916633221,0.0576300069650032,-0.963371246806148,0.335603092944916,0.64963059613032,0.0611618073878628,0.00636172248803827
"KYAT1",0.0477941145296904,0.0496228888091459,0.963146557499118,0.335709171853793,0.64963059613032,0.11820109114249,0.162969534883721
"DSG2",0.0240453605114538,0.0249900209899647,0.962198491994456,0.33618533404404,0.650015517068211,-0.0926137355584082,-0.0565568075117371
"METAP2",0.0447832430661031,0.0465589661361265,0.961860771031047,0.33635299856507,0.650015517068211,0.0381406010230179,0.0820633027522936
"HTRA2",0.0492427706629055,0.0512589821797097,0.960666181202436,0.336953426627333,0.650745480902226,0.092823821656051,0.139036682242991
"OLFM4",0.106598894638578,0.111063407887608,0.959802122643785,0.337454150965725,0.651282053581142,0.188188943894389,0.286567052023121
"CPXM1",0.0573147748117368,0.0597907947006076,0.958588610483118,0.337998894692706,0.651887332102597,0.0824170700636943,0.14863714953271
"FUCA1",0.0713527864199351,0.0744684153961706,0.95816173931377,0.338213961487864,0.651887332102597,-0.053192101910828,-0.0023018691588785
"AIF1L",-0.0395855070693811,0.0414692930250169,-0.954573955372247,0.340076927313818,0.653782085634482,0.106108828125,0.0662460451977401
"APOH",0.0301469828693346,0.0316376709882233,0.952882495065975,0.340882668621028,0.653782085634482,0.0554003851091142,0.084706103286385
"ASPSCR1",0.0540522180093468,0.056719517937105,0.952973861119272,0.34088075319998,0.653782085634482,0.0824430214723926,0.137887637362637
"CALY",-0.0310054705947507,0.032557281577245,-0.95233597808796,0.341210705199379,0.653782085634482,0.0160559561128527,-0.0161051136363636
"CDON",0.0229391180636473,0.0240734582303922,0.95288004922729,0.340883202018589,0.653782085634482,0.0719000637755102,0.0951689573459716
"IL1RL2",0.0321970957886649,0.033791222362338,0.95282424066879,0.340915765378849,0.653782085634482,-0.0330892717815345,0.0194776442307692
"OBP2B",-0.0497523385999602,0.0522393176947794,-0.952392580826764,0.341132515721869,0.653782085634482,-0.0257425806451613,-0.142057619047619
"TMEM106A",0.0556137465863668,0.0582638988536019,0.954514676851715,0.340101761104828,0.653782085634482,0.0788991512345679,0.134827989130435
"TRIM58",0.0686152048792196,0.071954095367172,0.953596936061602,0.340566005477133,0.653782085634482,0.0995802469135803,0.16718125
"REG3A",0.0507272142321196,0.053302548362214,0.951684596530097,0.341485779906786,0.653880372796611,-0.0264610340479193,0.0354071759259259
"CA9",-0.0410225095656844,0.0431633440557387,-0.950401560933514,0.342138578071715,0.654054042832339,0.035887037037037,-0.00841605504587156
"CD200",0.0232138378849437,0.0244362735347006,0.949974547141121,0.342358445276574,0.654054042832339,-0.0626562982005141,-0.03272
"RUVBL1",0.0853873081073593,0.0899042843407423,0.949757942388335,0.34247182940913,0.654054042832339,0.248713089005236,0.346826904761905
"TYRP1",0.0535062431529967,0.0563268205226822,0.949924789939996,0.342435211870565,0.654054042832339,-0.0585621855345912,0.00283649425287357
"CDH17",0.0618733045341417,0.0652690825900863,0.947972640012863,0.343374484129214,0.655349603282537,0.24853891025641,0.325355581395349
"GIMAP8",0.0436153256939293,0.0460956492261514,0.946191808253891,0.344332585912667,0.656749227178077,0.0913754716981132,0.129612849162011
"ARID4B",0.0334025307409617,0.0353914748148061,0.943801605209956,0.345506295675143,0.658557988234029,0.0314446780551905,0.0649535377358491
"C9orf40",0.067063467517128,0.071097470592129,0.94326094808431,0.345821922375081,0.65867899193935,0.104448923076923,0.158818206521739
"IL1RL1",0.036412949202873,0.0386229305753086,0.942780588124287,0.346020620337749,0.65867899193935,0.168180735107731,0.173751388888889
"BCAT2",-0.0446024894200004,0.0473516550963054,-0.941941508259559,0.346502045725446,0.659166001048017,0.0813690809968847,0.0366178977272727
"VIPR1",-0.0178977656565498,0.0190327091496125,-0.940368789112411,0.347307735843751,0.660268838084216,-0.00555578125,-0.0236186440677966
"GNAS",0.0741591615827083,0.0790019096666782,0.938700873125697,0.348157424087694,0.661453831719273,0.258210582822086,0.331547252747253
"ALPI",0.111686865146394,0.119072955535874,0.937970042347234,0.348540782650006,0.661751895323793,0.358315644654088,0.45728591954023
"ATXN2",-0.0864839447182066,0.0924125548742787,-0.935846269328474,0.349629895342136,0.662802160692448,0.227223753894081,0.162383806818182
"CGB3_CGB5_CGB8",-0.0292727183846405,0.0313122126956402,-0.934865851518578,0.350129337467875,0.662802160692448,-0.044567125382263,-0.054065
"PLA2G7",0.0300667410089779,0.032171057225917,0.934589771105071,0.350228109551382,0.662802160692448,-0.134059435173299,-0.118854460093897
"RAPGEF2",0.0419685868337582,0.0448233692005189,0.936310401969346,0.349391431584398,0.662802160692448,0.0551939465408805,0.0994593922651934
"RECK",0.0163083530158193,0.0174458092300096,0.934800604592551,0.350168631196268,0.662802160692448,-0.016438046875,0.010680790960452
"ARHGAP25",-0.0479024653013709,0.0513136470915052,-0.93352291284127,0.35078235814012,0.662992270689153,0.160872578534031,0.114082619047619
"SATB1",-0.0232741046957791,0.0249225283040768,-0.93385809063248,0.350648689146346,0.662992270689153,0.0439070552147239,0.0225664835164835
"KRT14",-0.0247859214466247,0.0265846808910016,-0.932338497808122,0.351401020290456,0.66323893110494,0.0340437669376694,0.00656019417475728
"PDGFC",0.0246383652882984,0.0264347760773332,0.932043654019256,0.351545887611819,0.66323893110494,0.0328052356020942,0.0614409523809524
"UBE2B",0.0234731840761612,0.0251850669568618,0.932027860651204,0.351593807077875,0.66323893110494,0.01081875,0.032214402173913
"AGT",0.0180460390923661,0.0194040757631088,0.93001281342528,0.352634853531172,0.664311468367203,0.00946964831804281,0.030605
"HTR1B",0.0343093282229766,0.0369069045970787,0.929618145914419,0.352844421254585,0.664311468367203,0.0290066978193146,0.0624539772727273
"MFAP4",0.0267083208971842,0.028722904608089,0.929861421106504,0.352719869912566,0.664311468367203,0.0872127559055118,0.11404748603352
"ANK2",-0.0550055915861726,0.0591980258790874,-0.929179491534434,0.35307288804976,0.664313573007985,0.129975470219436,0.073603125
"CCNE1",-0.0654608840874955,0.0705257602781444,-0.928184025657098,0.353589989789839,0.664430836119557,0.230835062893082,0.160221264367816
"ENO3",0.0530939596454315,0.0571778758610012,0.928575237291122,0.353384862141829,0.664430836119557,0.36532703125,0.387590960451977
"CPB2",-0.0181036320148404,0.0195388517041583,-0.926545340992968,0.354431976338072,0.664918001468598,0.0110166923076923,-0.000147010869565216
"SEPTIN7",-0.040993320887528,0.0442518650153,-0.926363688250305,0.3545319118029,0.664918001468598,0.0738546383647799,0.0346135359116022
"SWAP70",0.0316532788523866,0.034167483754904,0.926415274810613,0.354499499651997,0.664918001468598,0.0765796153846154,0.111777989130435
"CLIC5",0.0247011941312454,0.0267125164660007,0.924704872440032,0.355393150069208,0.666105698846841,0.00878857589984351,0.0335344444444444
"AFP",-0.0532806595226658,0.0576592238866218,-0.924061337132012,0.355682078687928,0.666219893542389,-0.00637632600258732,-0.0543161904761905
"CALCOCO1",0.0814546743339716,0.0882186526218922,0.923327118620694,0.356061056899795,0.666502503690711,0.0497664102564103,0.131908755760369
"CAT",0.0432603385478852,0.047077825210518,0.918911150938639,0.358413254866403,0.670476011984397,0.138499922720247,0.165403448275862
"RAC3",-0.0462292879410482,0.0503402475347939,-0.918336524052562,0.358714402500746,0.670610034617518,0.137769718309859,0.0940175
"ENTPD2",-0.0361373423661472,0.0394111474083181,-0.916932003824889,0.359406185101788,0.671473703879427,0.084016557591623,0.044245
"DBNL",0.0712129693578803,0.0777287700020762,0.916172600646814,0.359798811257614,0.671777716610064,0.0321166878980892,0.105795754716981
